country,club,player,playerShort,birthday,height,weight,position,games,victories,ties,defeats,goals,yellowCards,yellowReds,redCards,pos_cat
France,Paris Saint-Germain,Gregory van der Wiel,gregory-van-der-wiel,03.02.1988,172,69,Center Back,276,175,54,47,14,33,3,0,Defender
France,Stade Reims,Grzegorz Krychowiak,grzegorz-krychowiak,29.01.1990,186,83,missing,155,53,43,59,14,34,2,2,Missing
Spain,Valencia CF,Guaita,guaita,18.02.1987,190,80,Goalkeeper,141,62,41,38,0,14,0,0,Defender
France,Olympique Lyon,Gueïda Fofana,gueida-fofana,16.05.1991,182,74,missing,168,81,40,47,15,21,1,1,Missing
France,Paris Saint-Germain,Guillaume Hoarau,guillaume-hoarau,05.03.1984,191,80,Center Forward,175,71,56,48,52,15,1,0,Forward
France,Évian Thonon Gaillard,Guillaume Lacour,guillaume-lacour,02.08.1980,173,66,missing,294,100,83,111,5,31,0,0,Missing
France,AC Ajaccio,Guillermo Ochoa,guillermo-ochoa,13.07.1985,183,73,missing,456,178,124,154,0,22,0,0,Missing
England,Southampton FC,Guly,guly,31.12.1981,189,79,missing,172,79,46,47,31,16,0,0,Missing
Spain,Athletic Bilbao,Gurpegi,gurpegi,19.08.1980,181,77,Defensive Midfielder,311,117,82,112,20,92,4,0,Midfielder
Spain,Celta Vigo,Gustavo Cabral,gustavo-cabral,14.10.1985,184,82,Center Back,290,109,69,112,12,70,4,5,Defender
Spain,Levante UD,Gustavo Munúa,gustavo-munua,27.01.1978,188,87,Goalkeeper,224,75,55,94,1,24,0,0,Defender
England,West Ham United,Guy Demel,guy-demel,13.06.1981,187,83,Right Fullback,371,177,87,107,12,61,1,1,Defender
France,AS Nancy,Guy N'Dy Assembe,guy-ndy-assembe,28.02.1986,184,79,Goalkeeper,132,43,45,44,0,3,0,0,Defender
England,Tottenham Hotspur,Gylfi Sigurðsson,gylfi-sigurdsson,08.09.1989,186,77,Attacking Midfielder,227,98,51,78,64,15,0,0,Midfielder
France,Girondins Bordeaux,Hadi Sacko,hadi-sacko,24.03.1994,183,79,missing,41,17,9,15,4,4,0,0,Missing
Germany,Bayer Leverkusen,Hajime Hosogai,hajime-hosogai,10.06.1986,177,69,Defensive Midfielder,193,85,39,69,10,31,0,0,Midfielder
England,Reading FC,Hal Robson-Kanu,hal-robson-kanu,21.05.1989,170,74,missing,180,71,41,68,28,14,0,0,Missing
Germany,1. FC Nürnberg,Hanno Balitsch,hanno-balitsch,02.01.1981,182,80,Defensive Midfielder,455,181,103,171,24,104,1,0,Midfielder
England,Newcastle United,Haris Vučkić,haris-vuckic,21.08.1992,187,80,missing,59,26,15,18,9,5,0,0,Missing
England,Norwich City,Harry Kane,harry-kane,28.07.1993,183,65,missing,102,44,28,30,26,3,1,0,Missing
France,Olympique Lyon,Harry Novillo,harry-novillo,11.02.1992,182,80,missing,29,4,11,14,3,1,0,0,Missing
Spain,Granada CF,Hassan Yebda,hassan-yebda,14.05.1984,187,80,Center Midfielder,168,70,36,62,8,35,1,0,Midfielder
England,Newcastle United,Hatem Ben Arfa,hatem-ben-arfa,07.03.1987,177,69,Left Midfielder,261,123,64,74,39,15,0,1,Midfielder
Germany,Bor. Mönchengladbach,Håvard Nordtveit,havard-nordtveit,21.06.1990,188,85,Defensive Midfielder,184,72,46,66,7,17,1,0,Midfielder
Spain,Espanyol Barcelona,Héctor Moreno,hector-moreno,17.01.1988,184,80,Center Back,302,130,76,96,16,65,0,3,Defender
Spain,Sevilla FC,Hedwiges Maduro,hedwiges-maduro,13.02.1985,183,84,Defensive Midfielder,265,140,57,68,15,42,3,0,Midfielder
Germany,Eintracht Frankfurt,Heiko Butscher,heiko-butscher,28.07.1980,189,86,Center Back,276,119,54,103,25,15,0,1,Defender
Germany,Hamburger SV,Heiko Westermann,heiko-westermann,14.08.1983,190,87,Center Back,451,194,101,156,41,44,0,0,Defender
Germany,SpVgg Greuther Fürth,Heinrich Schmidtgal,heinrich-schmidtgal,20.11.1985,174,78,Left Fullback,229,99,56,74,24,37,2,0,Defender
Germany,1. FSV Mainz 05,Heinz Müller,heinz-mueller,30.05.1978,196,94,Goalkeeper,180,60,52,68,0,11,0,1,Defender
Spain,Real Zaragoza,Hélder Postiga,helder-postiga,02.08.1982,182,74,Center Forward,394,172,95,127,96,58,2,1,Forward
France,AS Nancy,Helder,helder_5,13.04.1988,175,69,Right Fullback,86,36,28,22,4,16,0,0,Defender
France,Montpellier HSC,Henri Bédimo,henri-bedimo,04.06.1984,180,77,Left Fullback,248,91,65,92,5,41,1,0,Defender
France,Girondins Bordeaux,Henri Saivet,henri-saivet,26.10.1990,174,73,Right Winger,146,59,51,36,20,1,0,0,Forward
France,Girondins Bordeaux,Henrique,henrique,02.05.1983,188,87,Center Back,184,79,53,52,12,46,1,1,Defender
France,Évian Thonon Gaillard,Hervé Bugnet,herve-bugnet,24.08.1981,174,68,missing,19,7,8,4,0,1,0,0,Missing
Germany,Hamburger SV,Heung-Min Son,heung-min-son,08.07.1992,183,76,Right Winger,161,68,27,66,44,8,0,0,Forward
England,Chelsea FC,Hilário,hilario,21.10.1975,189,85,Goalkeeper,53,31,9,13,0,2,0,0,Defender
France,Montpellier HSC,Hilton,hilton,13.09.1977,182,73,Center Back,345,146,105,94,19,37,0,4,Defender
Germany,Hannover 96,Hiroki Sakai,hiroki-sakai,12.04.1990,184,70,missing,116,57,21,38,5,22,0,0,Missing
Germany,1. FC Nürnberg,Hiroshi Kiyotake,hiroshi-kiyotake,12.11.1989,172,63,Attacking Midfielder,197,70,47,80,28,8,0,0,Midfielder
England,Queens Park Rangers,Hogan Ephraim,hogan-ephraim,31.03.1988,175,70,missing,173,64,59,50,12,16,0,3,Missing
Germany,Bayern München,Holger Badstuber,holger-badstuber,13.03.1989,190,83,Center Back,242,142,52,48,11,37,1,1,Defender
Germany,VfL Wolfsburg,Hrvoje Čale,hrvoje-cale,04.03.1985,184,74,Left Fullback,129,61,38,30,1,36,0,1,Defender
Spain,Getafe CF,Hugo Fraile,hugo-fraile,16.03.1987,176,73,missing,28,9,13,6,2,8,0,0,Missing
England,Tottenham Hotspur,Hugo Lloris,hugo-lloris,26.12.1986,186,73,Goalkeeper,395,182,116,97,0,6,0,2,Defender
Spain,Celta Vigo,Hugo Mallo,hugo-mallo,22.06.1991,173,69,Right Fullback,158,68,38,52,1,43,2,2,Defender
England,Fulham FC,Hugo Rodallega,hugo-rodallega,25.07.1985,181,72,Center Forward,302,79,93,130,70,32,0,2,Forward
Spain,Celta Vigo,Iago Aspas,iago-aspas,01.08.1987,176,67,missing,161,68,40,53,47,27,3,1,Missing
England,Tottenham Hotspur,Iago Falqué,iago-falque,04.01.1990,173,67,Left Midfielder,103,45,15,43,17,12,0,0,Midfielder
England,Reading FC,Ian Harte,ian-harte,31.08.1977,177,78,missing,524,231,119,174,78,48,0,2,Missing
Spain,Athletic Bilbao,Ibai,ibai,11.11.1989,177,72,Left Winger,102,34,25,43,15,5,0,0,Forward
Germany,FC Schalke 04,Ibrahim Afellay,ibrahim-afellay,02.04.1986,180,76,Attacking Midfielder,296,196,61,39,49,32,0,0,Midfielder
Germany,VfB Stuttgart,Ibrahima Traoré,ibrahima-traore,21.04.1988,172,62,Left Midfielder,223,94,50,79,32,27,1,2,Midfielder
France,Lille OSC,Idrissa Gueye,idrissa-gueye,26.09.1989,174,64,Defensive Midfielder,128,62,40,26,2,19,0,1,Midfielder
England,Arsenal FC,Ignasi Miquel,ignasi-miquel,28.09.1992,193,85,Center Back,31,19,1,11,2,2,0,0,Defender
Germany,Bor. Mönchengladbach,Igor de Camargo,igor-de-camargo,12.05.1983,187,83,Center Forward,357,166,90,101,95,43,0,1,Forward
Spain,Athletic Bilbao,Igor Martínez,igor-martinez,19.07.1989,170,65,Attacking Midfielder,77,23,20,34,6,5,0,0,Midfielder
France,Évian Thonon Gaillard,Iheb Mbarki,iheb-mbarki,14.02.1992,185,70,Right Fullback,68,27,18,23,3,9,0,0,Defender
Spain,Real Madrid,Iker Casillas,iker-casillas,20.05.1981,185,84,Goalkeeper,800,525,136,139,0,23,1,1,Defender
France,SC Bastia,Ilan,ilan,18.09.1980,180,69,Right Winger,274,94,71,109,75,21,1,3,Forward
Germany,SpVgg Greuther Fürth,Ilir Azemi,ilir-azemi,21.02.1992,191,91,Center Forward,145,58,32,55,51,14,0,1,Forward
Germany,SC Freiburg,Immanuel Höhn,immanuel-hoehn,23.12.1991,183,72,Center Back,119,52,26,41,6,14,2,0,Defender
Spain,FC Barcelona,Iniesta,iniesta,11.05.1984,170,65,Left Midfielder,575,401,106,68,58,47,0,0,Midfielder
Spain,Granada CF,Íñigo López,inigo-lopez,23.07.1982,185,72,missing,108,43,27,38,9,25,0,1,Missing
Spain,Real Sociedad,Iñigo Martínez,inigo-martinez,17.05.1991,181,77,Center Back,125,60,28,37,9,33,1,4,Defender
Spain,Athletic Bilbao,Iñigo Pérez,inigo-perez,18.01.1988,178,74,Center Midfielder,84,37,16,31,2,17,0,0,Midfielder
France,FC Lorient,Innocent Emeghara,innocent-emeghara,27.05.1989,172,68,Center Forward,163,49,41,73,49,28,1,1,Forward
Germany,FC Augsburg,Ioannis Gelios,ioannis-gelios,24.04.1992,190,76,Goalkeeper,76,27,22,27,0,1,0,1,Defender
Spain,Athletic Bilbao,Iraizoz,iraizoz,06.03.1981,191,81,Goalkeeper,322,135,72,115,0,21,0,0,Defender
Spain,Athletic Bilbao,Iraola,iraola,22.06.1982,182,75,Right Fullback,455,180,106,169,34,55,1,0,Defender
Spain,Granada CF,Iriney,iriney,23.04.1981,179,70,Defensive Midfielder,260,105,62,93,5,76,1,5,Midfielder
Spain,FC Barcelona,Isaac Cuenca,isaac-cuenca,27.04.1991,181,74,Right Winger,43,30,6,7,6,4,0,0,Forward
Spain,Málaga CF,Isco,isco,21.04.1992,176,74,Attacking Midfielder,164,100,30,34,41,16,2,0,Midfielder
France,FC Sochaux,Ishmael Yartey,ishmael-yartey,11.01.1990,171,69,Left Midfielder,74,24,12,38,10,11,0,0,Midfielder
Spain,Athletic Bilbao,Isma López,isma-lopez,19.01.1990,180,76,missing,36,12,10,14,3,3,0,0,Missing
France,AS Saint-Étienne,Ismaël Diomande,ismael-diomande,28.08.1992,180,75,missing,21,10,4,7,1,3,0,0,Missing
France,Stade Brest,Ismaël Traoré,ismael-traore,18.08.1986,185,75,missing,175,66,59,50,2,13,0,0,Missing
Germany,SpVgg Greuther Fürth,Issa Ndoye,issa-ndoye,12.12.1985,202,94,Goalkeeper,25,4,10,11,0,2,0,0,Defender
Spain,Athletic Bilbao,Iturraspe,iturraspe_2,08.03.1989,187,75,Defensive Midfielder,176,71,45,60,1,55,1,0,Midfielder
Germany,1. FSV Mainz 05,Ivan Klasnić,ivan-klasnic,29.01.1980,186,82,Center Forward,475,225,102,148,152,38,2,1,Forward
Spain,Real Zaragoza,Ivan Obradović,ivan-obradovic,25.07.1988,181,74,Left Fullback,89,38,17,34,2,17,0,0,Defender
Germany,Borussia Dortmund,Ivan Perišić,ivan-perisic,02.02.1989,187,80,Attacking Midfielder,249,123,59,67,67,28,3,0,Midfielder
Spain,Sevilla FC,Ivan Rakitić,ivan-rakitic,10.03.1988,184,75,Attacking Midfielder,390,202,84,104,70,41,2,0,Midfielder
Germany,SC Freiburg,Ivan Santini,ivan-santini,21.05.1989,190,84,Center Forward,131,46,37,48,43,20,0,0,Forward
Germany,VfL Wolfsburg,Ivica Olić,ivica-olic,14.09.1979,183,85,Left Winger,383,204,92,87,122,26,0,0,Forward
Germany,Hamburger SV,Ivo Iličević,ivo-ilicevic,14.11.1986,174,63,Left Midfielder,246,99,55,92,43,25,1,2,Midfielder
Germany,FC Augsburg,Ja-Cheol Koo,ja-cheol-koo,27.02.1989,183,75,Center Midfielder,156,69,37,50,27,19,0,0,Midfielder
England,Sunderland AFC,Jack Colback,jack-colback,24.10.1989,175,NA,Center Midfielder,189,60,50,79,10,24,1,0,Midfielder
England,West Ham United,Jack Collison,jack-collison,02.10.1988,179,NA,Center Midfielder,157,61,37,59,16,13,0,1,Midfielder
England,Southampton FC,Jack Cork,jack-cork,25.06.1989,183,69,Defensive Midfielder,284,112,73,99,7,27,0,1,Midfielder
England,Liverpool FC,Jack Robinson,jack-robinson_2,01.09.1993,168,64,Left Fullback,69,24,16,29,0,10,1,2,Defender
England,Manchester City,Jack Rodwell,jack-rodwell,11.03.1991,188,70,Defensive Midfielder,151,73,38,40,11,17,0,1,Midfielder
England,Arsenal FC,Jack Wilshere,jack-wilshere,01.01.1992,170,65,Attacking Midfielder,165,93,28,44,11,25,1,1,Midfielder
England,Bolton Wanderers,Jacob Butterfield,jacob-butterfield,10.06.1990,180,77,Center Midfielder,153,55,38,60,11,10,0,0,Midfielder
Germany,Hamburger SV,Jacopo Sala,jacopo-sala,05.12.1991,185,72,Right Midfielder,46,16,9,21,4,6,0,0,Midfielder
Spain,Real Valladolid,Jaime,jaime_11,10.12.1980,188,80,Goalkeeper,99,44,28,27,0,7,0,1,Defender
Spain,Granada CF,Jaime,jaime_5,31.07.1990,176,74,Left Midfielder,123,29,26,68,7,19,2,1,Midfielder
England,Newcastle United,Jak Alnwick,jak-alnwick,17.06.1993,191,NA,Goalkeeper,1,0,0,1,0,0,0,0,Defender
England,Tottenham Hotspur,Jake Livermore,jake-livermore,14.11.1989,180,77,Center Midfielder,139,58,21,60,6,18,0,0,Midfielder
Germany,Borussia Dortmund,Jakub Błaszczykowski,jakub-blaszczykowski,14.12.1985,175,71,Right Midfielder,311,159,73,79,46,22,1,0,Midfielder
France,Montpellier HSC,Jamel Saihi,jamel-saihi,27.01.1987,181,69,Defensive Midfielder,120,59,29,32,2,26,0,2,Midfielder
England,West Ham United,James Collins,james-collins,23.08.1983,188,83,Center Back,335,117,93,125,17,54,1,1,Defender
England,West Bromwich Albion (R),James Hurst,james-hurst,31.01.1992,185,80,Right Fullback,77,27,22,28,3,20,0,0,Defender
England,Wigan Athletic,James McArthur,james-mcarthur,07.10.1987,168,63,Center Midfielder,238,88,52,98,15,34,0,1,Midfielder
England,Wigan Athletic,James McCarthy,james-mccarthy_2,12.11.1990,180,72,Right Midfielder,238,83,58,97,15,34,0,0,Midfielder
England,Sunderland AFC,James McClean,james-mcclean,22.04.1989,180,70,Left Winger,141,48,42,51,15,16,1,0,Forward
England,Manchester City,James Milner,james-milner,04.01.1986,170,67,Right Midfielder,538,265,121,152,55,60,0,1,Midfielder
England,West Bromwich Albion,James Morrison,james-morrison,25.05.1986,178,64,missing,349,117,93,139,36,19,0,2,Missing
England,Newcastle United,James Perch,james-perch,28.09.1985,180,72,missing,231,85,54,92,8,49,0,0,Missing
England,Arsenal FC,James Shea,james-shea,16.06.1991,180,NA,Goalkeeper,3,1,1,1,0,1,0,0,Defender
England,Newcastle United,James Tavernier,james-tavernier,31.10.1991,177,78,missing,70,35,18,17,5,7,0,0,Missing
England,West Ham United,James Tomkins,james-tomkins,29.03.1989,191,74,Center Back,201,77,45,79,7,19,1,1,Defender
England,Southampton FC,James Ward-Prowse,james-ward-prowse,01.11.1994,173,66,missing,69,29,17,23,3,4,0,0,Missing
England,Liverpool FC,Jamie Carragher,jamie-carragher,28.01.1978,185,83,Center Back,758,408,175,175,4,96,0,3,Defender
England,Queens Park Rangers,Jamie Mackie,jamie-mackie,22.09.1985,173,70,missing,273,78,71,124,42,26,0,0,Missing
England,Stoke City,Jamie Ness,jamie-ness,02.03.1991,177,NA,missing,31,19,4,8,2,3,0,0,Missing
Germany,FC Augsburg,Jan-Ingwer Callsen-Bracker,jan-ingwer-callsen-bracker,23.09.1984,189,81,Center Back,246,98,52,96,16,40,1,0,Defender
Germany,1. FSV Mainz 05,Jan Kirchhoff,jan-kirchhoff,01.10.1990,195,82,Center Back,143,75,31,37,7,18,0,0,Defender
Germany,FC Augsburg,Jan Morávek,jan-moravek,01.11.1989,180,75,Attacking Midfielder,113,52,19,42,10,22,0,0,Midfielder
England,Everton FC,Ján Mucha,jan-mucha,05.12.1982,189,87,Goalkeeper,156,77,33,46,0,10,0,0,Defender
Germany,VfL Wolfsburg,Jan Polák,jan-polak,14.03.1981,181,77,Defensive Midfielder,324,160,76,88,21,46,3,1,Midfielder
Germany,SC Freiburg,Jan Rosenthal,jan-rosenthal,07.04.1986,186,76,Attacking Midfielder,205,82,47,76,29,18,1,0,Midfielder
Germany,Hannover 96,Jan Schlaudraff,jan-schlaudraff,18.07.1983,180,72,Left Winger,282,125,55,102,50,31,0,1,Forward
England,Tottenham Hotspur,Jan Vertonghen,jan-vertonghen,24.04.1987,189,79,Defensive Midfielder,361,200,73,88,40,66,1,1,Midfielder
Germany,Hamburger SV,Janek Sternberg,janek-sternberg,19.10.1992,181,78,Center Back,125,57,20,48,5,26,1,0,Defender
Germany,Bor. Mönchengladbach,Janis Blaswich,janis-blaswich,02.05.1991,193,88,missing,137,66,31,40,0,1,0,0,Missing
Germany,Hannover 96,Jannik Löhden,jannik-loehden,16.07.1989,201,97,Center Back,69,31,19,19,7,16,0,0,Defender
Germany,1899 Hoffenheim,Jannik Vestergaard,jannik-vestergaard,03.08.1992,197,96,Center Back,116,46,34,36,10,20,0,0,Defender
Germany,Hamburger SV,Jaroslav Drobný,jaroslav-drobny,18.10.1979,192,90,Goalkeeper,215,82,50,83,0,16,0,0,Defender
France,Girondins Bordeaux,Jaroslav Plašil,jaroslav-plasil,05.01.1982,183,72,Right Midfielder,488,197,146,145,33,51,1,1,Midfielder
England,Southampton FC,Jason Puncheon,jason-puncheon,26.06.1986,173,71,Right Midfielder,191,70,46,75,36,25,0,2,Midfielder
England,Reading FC,Jason Roberts,jason-roberts,25.01.1978,186,89,Center Forward,347,138,82,127,93,39,2,5,Forward
Spain,Real Zaragoza,Javi Álamo,javi-alamo,18.08.1988,190,84,missing,64,17,15,32,6,7,0,0,Missing
Spain,Rayo Vallecano,Javi Fuego,javi-fuego,04.01.1984,181,74,Defensive Midfielder,238,92,50,96,10,74,1,0,Midfielder
England,Manchester City,Javi García,javi-garcia,08.02.1987,186,82,Defensive Midfielder,251,158,42,51,14,66,1,2,Midfielder
Spain,Real Valladolid,Javi Guerra,javi-guerra,15.03.1983,179,77,Center Forward,231,87,66,78,92,39,1,1,Forward
Spain,Sevilla FC,Javi Hervás,javi-hervas,09.06.1989,177,72,Center Midfielder,66,29,15,22,3,11,2,0,Midfielder
Spain,Espanyol Barcelona,Javi López,javi-lopez_3,21.01.1986,179,76,missing,127,42,32,53,2,29,2,2,Missing
Spain,RCD Mallorca,Javi Márquez,javi-marquez,11.05.1986,178,73,Center Midfielder,112,45,26,41,8,36,2,0,Midfielder
Germany,Bayern München,Javi Martínez,javi-martinez,02.09.1988,190,81,Defensive Midfielder,357,184,71,102,30,92,2,3,Midfielder
Spain,Real Sociedad,Javi Ros,javi-ros,16.02.1990,174,69,Center Midfielder,28,16,2,10,2,2,0,0,Midfielder
Spain,Celta Vigo,Javi Varas,javi-varas,10.09.1982,182,73,Goalkeeper,120,47,30,43,0,9,0,0,Defender
England,Manchester United,Javier Hernández,javier-hernandez_2,01.06.1988,173,62,missing,290,152,63,75,121,24,1,0,Missing
Spain,FC Barcelona,Javier Mascherano,javier-mascherano,08.06.1984,174,74,Defensive Midfielder,494,310,100,84,5,112,6,3,Midfielder
France,Paris Saint-Germain,Javier Pastore,javier-pastore,20.06.1989,187,78,Attacking Midfielder,247,140,45,62,50,22,2,1,Midfielder
Germany,1. FC Nürnberg,Javier Pinola,javier-pinola,24.02.1983,179,77,Left Fullback,333,125,91,117,10,95,1,3,Defender
Spain,Málaga CF,Javier Saviola,javier-saviola,11.12.1981,168,60,Center Forward,490,286,106,98,165,36,1,2,Forward
England,Southampton FC,Jay Rodriguez,jay-rodriguez,29.07.1989,185,69,missing,211,87,50,74,68,21,0,0,Missing
England,Reading FC,Jay Tabb,jay-tabb,21.02.1984,170,70,missing,261,98,66,97,16,23,0,1,Missing
France,Stade Rennes,Jean-Armel Kana-Biyik,jean-armel-kana-biyik,03.07.1989,180,78,Right Fullback,163,59,46,58,3,19,3,2,Defender
France,AC Ajaccio,Jean-Baptiste Pierazzi,jean-baptiste-pierazzi,17.06.1985,185,74,missing,132,39,45,48,2,28,1,2,Missing
England,Wigan Athletic,Jean Beausejour,jean-beausejour,01.06.1984,178,81,Left Midfielder,307,130,74,103,31,45,1,3,Midfielder
France,ESTAC Troyes,Jean-Christophe Bahebeck,jean-christophe-bahebeck,01.05.1993,182,76,Center Forward,91,33,23,35,14,7,0,1,Forward
France,Toulouse FC,Jean-Daniel Akpa-Akpro,jean-daniel-akpa-akpro,10.11.1992,180,66,missing,56,19,16,21,2,11,0,0,Missing
France,Valenciennes FC,Jean-Louis Leca,jean-louis-leca,21.09.1985,180,68,Goalkeeper,13,3,1,9,0,0,0,0,Defender
France,Stade Rennes,Jean Makoun,jean-makoun,29.05.1983,172,65,Defensive Midfielder,440,193,129,118,31,68,2,2,Midfielder
France,AS Saint-Étienne,Jean-Pascal Mignot,jean-pascal-mignot,26.02.1981,183,75,Center Back,266,104,73,89,14,61,3,3,Defender
England,Norwich City,Jed Steer,jed-steer,23.09.1992,182,80,Goalkeeper,19,5,3,11,0,0,0,0,Defender
France,AS Nancy,Jeff Louis,jeff-louis,08.08.1992,178,70,Center Midfielder,85,29,21,35,14,16,2,0,Midfielder
Germany,FC Schalke 04,Jefferson Farfán,jefferson-farfan,26.10.1984,178,84,Left Winger,442,231,94,117,132,55,0,0,Forward
England,Reading FC,Jem Karacan,jem-karacan,21.02.1989,175,67,missing,170,77,42,51,11,21,0,1,Missing
Germany,1899 Hoffenheim,Jens Grahl,jens-grahl,22.09.1988,193,86,Goalkeeper,129,60,34,35,0,3,0,0,Defender
Germany,Bayer Leverkusen,Jens Hegeler,jens-hegeler,22.01.1988,193,86,Defensive Midfielder,224,112,46,66,16,20,1,0,Midfielder
Germany,Fortuna Düsseldorf,Jens Langeneke,jens-langeneke,29.03.1977,185,78,Center Back,401,162,93,146,36,69,2,2,Defender
France,FC Lorient,Jérémie Aliadiére,jeremie-aliadiere,30.03.1983,183,70,missing,240,94,62,84,51,20,0,1,Missing
France,ESTAC Troyes,Jérémie Bréchet,jeremie-brechet,14.08.1979,186,76,Center Back,358,151,91,116,8,47,0,0,Defender
France,SC Bastia,Jérémy Choplin,jeremy-choplin,09.02.1985,183,70,missing,99,49,23,27,5,17,0,1,Missing
France,AS Saint-Étienne,Jèrèmy Clément,jeremy-clement,26.08.1984,174,61,Defensive Midfielder,325,154,91,80,6,40,0,1,Midfielder
France,Olympique Lyon,Jérémy Frick,jeremy-frick,08.03.1993,190,90,Goalkeeper,2,0,0,2,0,0,0,0,Defender
France,Stade Reims,Jérémy Malherbe,jeremy-malherbe,15.03.1991,196,92,Goalkeeper,1,0,0,1,0,0,0,0,Defender
Spain,Valencia CF,Jérémy Mathieu,jeremy-mathieu,29.10.1983,192,83,Left Fullback,392,160,116,116,23,64,1,0,Defender
France,Paris Saint-Germain,Jérémy Ménez,jeremy-menez,07.05.1987,182,73,Left Winger,358,174,85,99,53,66,1,1,Forward
France,Olympique Marseille,Jérémy Morel,jeremy-morel,02.04.1984,172,71,Left Fullback,252,89,87,76,9,30,1,1,Defender
France,OGC Nice,Jérémy Pied,jeremy-pied,23.02.1989,173,69,missing,137,62,39,36,9,12,1,0,Missing
Spain,Málaga CF,Jérémy Toulalan,jeremy-toulalan,10.09.1983,183,77,Defensive Midfielder,418,203,110,105,6,97,2,0,Midfielder
England,Tottenham Hotspur,Jermain Defoe,jermain-defoe,07.10.1982,170,65,Center Forward,564,256,133,175,225,52,2,3,Forward
England,Nottingham Forest,Jermaine Jenas,jermaine-jenas,18.02.1983,179,76,Center Midfielder,423,189,108,126,44,49,0,1,Midfielder
Germany,FC Schalke 04,Jermaine Jones,jermaine-jones,03.11.1981,184,81,Defensive Midfielder,359,166,82,111,27,122,9,1,Midfielder
England,Wolverhampton Wanderers,Jermaine Pennant,jermaine-pennant,15.01.1983,173,64,Right Midfielder,363,140,81,142,16,34,1,0,Midfielder
England,Arsenal FC,Jernade Meade,jernade-meade,25.10.1992,NA,NA,Left Midfielder,2,1,0,1,0,0,0,0,Midfielder
Germany,Bayern München,Jérôme Boateng,jerome-boateng,03.09.1988,192,90,Center Back,359,215,70,74,7,66,2,5,Defender
France,SC Bastia,Jérôme Rothen,jerome-rothen,31.03.1978,177,70,missing,396,173,112,111,31,50,0,1,Missing
France,FC Sochaux,Jérôme Roussillon,jerome-roussillon,06.01.1993,181,77,missing,32,11,10,11,0,4,0,0,Missing
England,Liverpool FC,Jerome Sinclair,jerome-sinclair,20.09.1996,NA,NA,missing,1,1,0,0,0,0,0,0,Missing
England,Leeds United,Jerome Thomas,jerome-thomas,23.03.1983,180,71,missing,247,98,54,95,21,24,0,2,Missing
